comment_id,Comment
5007,Mackson was a delightful young man and extremely eager to learn and take on new challenges.
5008,"We don't group but rather team up. It is just that these people are used to class groups.
Elizabeth happens to be one of the most compliant and engaging volunteering staff we have.
Time management is good, Communication is overrated and creativity is beyond description from a student."
5009,"-Successfully set up R and R Studio environment
-Installed R packages 
-Worked on atara legacy home page
-Deployed Banker application on local server"
5010,I encourage Jonathan to always follow the time table so that he can complete all practical tasks in time.
5011,He is a logical thinker. This has been studied through his approach to the coding challenges at the work place.
5013,The student is inqusitive and commited to learn. he also tries to blend between the knowledge from class and its applicability in the practical world.
5014,"PHP and Javascript was a new technology to him.
Above that, he found trouble in installing the server technologies to get started with the roadmapped activities.
This means, he has to put in more time to research and read so as to keep up with pace"
5015,Good Team Player
5016,"Just that they are used to class Groups, at Boosted, I have always reminded them that we work in teams not groups.
In this week, in His team, he was introduced to Boosted PHP Library.. May be that is the frame work he meant"
5017,"So far impressed with his willingness to learn and adopt to new working conditions.
Good time keeper and learns concepts quickly.
Needs to learn and research more on voice communication protocols."
5019,Timothy has successfully completed this week's tasks.
5020,"She has been flexible in accomodating company's dev stacks.
Loves learning.
However, she seems so occupied with deadlines and that might affect are response to delivery deadlines.
Above that, she had no coding knowledge in php and javascript languages which are the minimal development stacks at Boosted Technologies"
5021,Anna has successfully completed this week's tasks without any challenges.
5023,"She has been punctual throughout the week
However, technology stacks used at Boosted are so new and complex to her"
5024,I encourage Azah to always contact the Trainer incase of any challenges / difficult concepts.
5027,"Division into teams was not a task in this case neither an activity that required his participation. 
In this case the new technologies should be Boosted PHP Library the in house PHP Library the company uses."
5028,"They were divided into teams. However, this week, she was supposed to install the IDE for the server ie Nginx server, PHP, Redis, GIT, MySQL"
5029,IT devices / equipment are very expensive. I encourage Winnie to use the available tools / equipment at Stratcom for practice.
5030,"-Successfully set up R and R Studio environment
-Installed R packages 
-Worked on atara legacy home page
-Deployed Banker application on local server"
5032,I encourage Resty to contact the Repair and mantaiance Trainer incase of any challenge.
5034,Good customer service portrayed
5035,"The code challenges are not part of the company's activities in this case.
But braining warming engagements to prepare them to work on relatively more logical challenges."
5036,Ibrahim has successfully completed this week's tasks without any challenges.
5037,Kisa has perfected Cisco IOS commands and can now configure routers and switches without any challenges.
5038,She's doing well.
5040,"-Successfully set up R and R Studio environment
-Installed R packages 
-Worked on atara legacy home page
-Deployed Banker application on the local server"
5042,I encourage Rajab to use free internet at Stratcom Cyber cafe for internet related tasks.
5043,"She finished this quite fast, she is a very serious Lady"
5044,Dauglas has a good understanding of what is required to work on a project and I like the fact that he takes the time to research before presenting an idea or asking for assistance. The first week was about developing a plan on how we will create an API and each of the students was given parts of the project to lead. he will be in charge of the Database Design and will lead all meetings about it.
5047,"We don't group people but instead team them up.
Coding challenges weren't a go over to him."
5048,Davis managed to design the user interfaces for the business to business application and we are look forward to seeing him implement the interfaces using flutter
5049,Lukia has successfully completed this week's tasks without any challenge.
5050,He has successfully completed this week's tasks without any challenges.
5051,I encourage Moreen to always contact the Trainer incase of any difficulty. She can also make use of the internet to perfect some concepts.
5052,"He is willing to learn and add on his skills. He has managed to implement the front-end for the data manipulation system as well as the front-end for Login, Sign-up and home page for the business to business flutter application."
5053,Reagan is doing well. He has successfully completed this week's tasks without any challenges.
5054,I encourage Powell to always be confident and ask Trainers anything he's not understood very well.
5055,"-Successfully set up R and R Studio environment
-Installed R packages 
-Worked on atara legacy home page
-Deployed Banker application on local server"
5057,He has successfully completed this week's tasks.
5058,He has successfully completed this week's tasks without any challenges.
5059,I encourage Mark to appreciate the new experience and learn everything during his time at Stratcom.
5060,"I encourage Shadia to practice multitasking. By doing so, she will be able to handle internship training at Stratcom and semester load at Campus."
5061,Mercy has successfully completed this week's tasks.
5062,She is a fast learner and highly adaptable nice work
5063,The student completed the abovementioned tasks satisfactorily.
5065,Good Team Player
5066,"-Successfully set up R and R Studio environment
-Installed R packages 
-Worked on atara legacy home page
-Deployed Banker application on local server"
5067,"She was blank with the programing languages we use. 
It happened to have given her alot of difficulties but well, coming weeks, we arrange to make things clear to her so she can be well productive.
The Language stacks include PHP and Javascript that are a must be known by all our IT team on development teams."
5068,Student completed the abovementioned tasks as mentioned above to satisfaction.
5069,I encourage Bonny to contact the Lead Technician incase of any challenges with PCs
5070,"-Successfully set up R and R Studio environment
-Installed R packages 
-Worked on atara legacy home page
-Deployed Banker application on the local server"
5071,Very Good
5073,"She has faced challenges with Smarty, Virtual host creations and other basic technology stacks here.
However, we take them through training so that they can be able to deliver."
5074,"-Successfully set up R and R Studio environment
-Installed R packages 
-Worked on atara legacy home page
-Deployed Banker application on local server"
5075,She has successfully completed this week's tasks without any challenges.
5076,He has successfully completed this week's tasks with out any challenges.
5077,"Despite a few challenges, Joan has successfully completed this week's tasks."
5078,The heroes day was an optional day. He had to choose either to attend work or stay at home.
5079,Desire is doing well. I encourage her to use internet at Stratcom when filling her weekly reports.
5080,"-He is self driven and enthusiastic.
-He pushes execution of his activities to completion."
5082,He has successfully completed this week's tasks without any challenges
5083,"-Successfully set up R and R Studio environment
-Installed R packages 
-Worked on atara legacy home page
-Deployed Banker application on local server"
5084,IT equipment and tools are a bit expensive. I encourage Brian to use the tools at Stratcom to improve on his skills.
5085,Good progress. He will do better
5086,I encourage Graceous to plan her movements a bit early so that she doesn't miss any practical session.
5087,Allan is confidently making things happen. We are impressed.
5088,"-Successfully set up R and R Studio environment
-Installed R packages 
-Worked on atara legacy home page
-Deployed Banker application on the local server"
5089,Brian acquired some knowledge of government broadband interventions and acquired insight into the current status of broadband implementation. He was tasked to analyze the voip network of the Ministry for next week. He has also become familiar with the computer misuse act.
5091,"The intern was tasked to join the Ministry team working on the redesign of the Ministry Website. This is to allow him learn the programming languages used by government in the design of systems, allow him link theory to practice and also learn project management skills; analysis of information systems and finally team work. This project is expected to be completed in one month so the intern will be working with the team for one month alongside other tasks / training.

The intern was also given  a brief of the ICT policies and laws which need to be referred to when developing systems for the users. The Policies have guidelines which need to be put into consideration by all ICT practitioners.

The interns were also taken through the systems used at the Ministry for service delivery and information management. This was to give them a clear picture of what is expected of a system in terms of functionality and system security."
5092,I encourage him to plan his movements a bit early so that he can spend less on transport.
5096,He has  finished the python starter course which was the task for this week
5097,Innocent has successfully completed this week's tasks.
5098,I encourage Mark to plan his movements a bit early so that he can spend less on transport.
5100,Manasseh managed to design the user interfaces for the business to business application and we are look forward to seeing him implement the interfaces using flutter
5102,Samuel is doing well. He has successfully completed this week's tasks without any challenges.
5104,I encourage John to plan his movements a bit early so that he can spend less on transport
5105,The tasks for this week which involved plotting data visualizations to complement insights from the exploratory data analysis has been completed successfully. I also liked the preliminary data cleaning that was done to complement the EDA.
5106,"Very obesrvant and pays attention to details,
Shows up on time always,
Loves exploration and passionate to learn."
5107,I encourage Bhan to use the time at Stratcom to perfect his skills.
5108,I encourage Samuel to plan his movements a bit early so that he doesn't miss any practical sessions.
5110,"Whenever Swaib has some time, he's free to come to Stratcom and catch up with whatever he has missed."
5111,She lacked the basic coding knowledge in PHP and Javascript to get started on tasks.
5112,Venensio ha successfully completed this week's tasks.
5113,"the student was gradually improving, abiding by instructions and being positive towards learning."
5115,A little intimidated by what is needed to accomplish the goal of the internship period but I believe she has the potential to make it. The first week was about developing a plan on how we will create an API and each of the students was given parts of the project to lead.
5116,She has been able to blend in fast with the team and hit the ground running. She has been able to scale and catch up and work with both the business and development side of the team. Our expectations for the week have been met by her.
5117,Paula has successfully completed this week's tasks.
5118,Good student. Impressed by the progress.
5119,"Completed;
                Internship Orientation 
                De-assembling and assembling of Desktop computers
                 Hardware maintainance and repair 
                 Software Installations"
5120,The student demonstrated good practical skills and knowledge
5121,Good student. Impressed by the progress.
5123,I encourage Noellah to try and utilize her time at Stratcom to learn any thing there's to learn practically. She will specialize later.
5124,He is willing to learn and add on his skills. Progressing well on the project.
5125,I encourage Duncan to plan his movements a bit early so that he can spend less on transport.
5126,"She created a good responsive app,good UI"
5128,Nicholas has successfully completed the first week of internship. I encourage him to get used to the schedule since internship is only for 6 weeks.
5130,"Joseph has completed all the current tasks assigned to him, Additionally he is further researching about the completed tasks"
5132,I encourage Musumba to plan his movements abit early so that he can spend less on transport.
5133,Hans has successfully completed this week's tasks.
5134,"He has so far caught up with everything he is introduced to and he tries to deliver work in a scheduled time frame 
He likes to learn even when working under tough conditions 
His weakness is keeping silent about what is not well with him academically and socially"
5136,"I encourage Brian to practice multitasking. By doing so, he will be able to handle the semester the load at campus and internship training at Stratcom without any challenges."
5137,"I encourage Edgar to plan his movements a bit early so that he can spend less on transport. Otherwise, he is doing well."
5138,Nicholas has successfully completed this week's tasks without any challenges.
5141,Continued learning Angular framework with practical scenarios allocated
5142,He has successfully completed this week's tasks without any challenges.
5144,I encourage Alvin to plan his movements a bit early so that he can spend less on transport.
5145,William is willing to learn and add on his skills. He has expressed interest in data science through doing self tests on different datasets. We look forward to working with him on our Data manipulation system.
5146,"In order to perfect Cisco IOS commands, I encourage Malcom to use simulation software called packet tracer before interacting with physical devices."
5147,He has successfully completed this week's tasks without any challenges.
5148,Allam has started internship. We are going to equip him with hands-on skills and practical competence for the next 6 weeks.
5149,"Good start, showing ability to settle into the new environment"
5150,Working with APIs and API testing
5151,This weeks assignments seemed difficult as all seemed new to him.
5152,David managed to design the user interfaces for the business to business application and we are look forward to seeing him implement the interfaces using flutter. He is as well trying his best to fully learn flutter for mobile app development.
5153,"-Successfully set up R and R Studio environment
-Installed R packages 
-Worked on atara legacy home page
-Deployed Banker application on local server"
5154,"Completed;
                Internship Orientation 
                De-assembling and assembling of Desktop computers
                 Hardware maintainance and repair 
                 Software Installations"
5155,I encourage Jovan to contact the Trainers incase of any difficulty. He can also use internet to research about some difficult concepts.
5156,Michael has completed and passed the python exercise that i gave him  to test his python programming skills.
5157,I encourage Samuel to always contact the Lead Trainer incase of any challenges  or new concepts that are a bit difficult
5158,He is a committed student and puts in his efforts to accomplish the assigned jobs.
5159,Networking equipment are expensive. So I encourage Benedict to use the available tools and equipment at Stratcom for practice purposes.
5160,All tasks assigned to the intern in the curse of the week have been completed successfully. The intern demonstrated good problem solving skills and ability to research alternative ways of executing tasks.
5161,Do more practice and try out many other CSS rules to help build your creativity.
5162,"-Successfully set up R and R Studio environment
-Installed R packages 
-Worked on atara legacy home page
-Deployed Banker application on local server"
5163,I encourage Alex to plan his movements a bit early so that he can spend less on transport.
5164,Was introduced to the organisation and the program to take on that is website designing and database management with MySQL
5165,"She has been punctual throughout this week. 
Vivian is engaging and flexible to changing conditions."
5166,He has successfully completed this week's tasks without any challenges
5167,"Rodney needs to pay more attention to details when it comes to understanding tasks and execute them in a more creative way. He proved to love software development but he if not introduced to something new, he cannot take the step to think about something beyond what he knows."
5168,He is willing to learn and add on his skills. Progressing well on the project.
5169,Sharifah has successfully completed this week's tasks without any challenges.
5170,He has successfully completed this week's tasks without any challenges
5172,"I encourage Michael to practice multitasking. By doing so, he will be able to handle the semester load and internship training with ease."
5173,I encourage Keneth to plan his movements a bit early so that he can spend less on transport.
5174,I encourage Erina to contact the Lead Developer incase of any difficulty.
5175,"Good team player and coordinative,
Can adopt to situations quickly,
He is always updated in current trends."
5176,I encourage Apollo to get used to the new schedule since internship is only for 6 weeks.
5177,I encourage Allam to always contact the Lead Trainer incase of any difficulty.
5178,"Coding challenges were a indeed a challenge. She loves coding but doesnt give it time.
Critical thinking aint an attribute on her so she finds almost everything hard to solve."
5179,the above objectives were achieved
5180,"-Successfully set up R and R Studio environment
-Installed R packages 
-Worked on atara legacy home page
-Deployed Banker application on local server"
5181,IT tools and equipment are very expensive. I encourage Mark to use the available tools at Stratcom for practice.
5182,"She had desire to learn new technologies and always attentive.
Not to make a premature judgement, Jesca must be a good listener as he has proved producing results as required via communications."
5183,Davis has started internship. We are going to equip him with hands-on skills and practical competence for the next 6 weeks.
5184,Raymond has started internship. We are going to equip him with hands-on skills and practical competence for the next 6 weeks.
5185,Good progress.
5186,The student completed the abover mentioned tasks satisfactorily.
5187,"Pays attention to details and sharp in noticing errors,
Good time manager,
His communication and social aspects of life is very perfect,
Ask questions as soon as possible."
5188,very good
5189,Tugume Hastings seems to be a very first learner. He's very confident with himself. He has zeal to his ultimate goal in acquiring more and more knowledge in this practical field. I will continue supporting him in all ways possible.
5190,"She is an engaging person.
Attentive and Humble. 
He has been assigned managerial roles on the company's official GIT HUB account since she proved reliable.
Her communication is outstanding"
5192,I encourage Shamimuh to use tools and equipment at Stratcom for practice purposes.
5193,She is showing a high level of discipline through being punctual and accomplishing tasks on time. She is also very inquisitive and eager to learn
5194,He demonstrated good knowledge of Computer Networking and managed to terminate both Straight through and cross-over cables.
5195,"I encourage Raymond to practice troubleshooting connectivity issues. Incase of any challenges, he can always contact the Lead Trainer for guidance."
5196,"Good progress, consider the payments a priority and images as discussed, also ensure Vincent is onboard fully and has access to all necessary resources"
5197,I encourage him to contact the Lead Technician incase of any PC repair challenges.
5198,"Image upload functionality is okay, 
Ben is well acquainted with using of pivotal tracker and collaborative tools, 
Good attendance record on the meetings.
Considered another front-end developer to work on the project in order to improve on timely delivery an great Idea"
5200,Patricia has successfully completed this week's tasks without any challenges.
5201,I encourage Ambrozio to use the available tools / equipment to perfect his skills.
5202,He was good at asking were necessary thus he did an excellent job.
5204,He excelled in terminating cat 6E cable used for installing ip camera
5206,Successively completed the tasks.
5207,"I encourage Joshua to practice multitasking. By doing so, he will be able to handle semester load at campus and internship at Stratcom with ease."
5208,"The intern was introduced to the structure and functions of the Ministry at large and specific functions of the department of ICT Research and Development the department which she is attached to.  

The intern was tasked to join the Ministry team working on the redesign of the Ministry Website. This is to allow her learn the programming languages used by government in the design of systems, allow her link theory to practice and also learn project management skills; analysis of information systems and finally team work. This project is expected to be completed in one month so the intern will be working with the team for one month alongside other tasks / training.

The intern was also given  a brief of the ICT policies and laws which need to be referred to when developing systems for the users. The Policies have guidelines which need to be put into consideration by all ICT practitioners.

The intern was also taken through the systems used at the Ministry for service delivery and information management. This was to give her a clear picture of what is expected of a system in terms of functionality and system security."
5209,"I encourage Givious to use available tools and equipment  (Routers, Switches, PCs) to perfect his skills."
5210,He is willing to learn and add on his skills. Progressing well on the project.
5211,I encourage Francis to practice multitasking. He will be able able to handle the semester load and campus and internship training at Stratcom easily
5212,I encourage Alex to plan his movements a bit early so that he doesn't miss any practical session.
5213,The student did an excellent job with revamping the website. He followed instructions as designated in the design document. The team is impressed that he is able to make changes as requested from the other sections of the organization.
5214,I encourage Polycarp to always contact the Lead Developer incase of any coding challenges(s)
5215,Progressive  amidst the challenges.
5216,quick learner and eager to learn website designing
5219,he was slow in finishing installation. The installations were supposed to take maximum of two days but then a week response time.
5220,We took him with his teammates through our PHP Libraries and had some engaging coding challenges with them.
5222,"- Patience was well versed with the theoretical part of computer Networks 
 - Exhibited good knowledge of the Windows Operating System
 - Was able to backup and reinstall the operating system on her computer"
5223,"So far sooo good, she is a timekeeper with a lot of willingness to learn. She has been a good team player while handling Hardware dissembling and assembling of computers."
5224,Richards has successfully completed this week's tasks without any challenges.
5226,Peter has successfully completed the first week of internship without any challenges. We are going to equip him with hands-on skills and practical competence for the next 6 weeks.
5227,"the student was gradually improving, abiding by instructions and being positive towards learning."
5228,Joshua has managed to start internship and he is doing well. We are going to equip him with hands-on skills and practical competence.
5229,Peter has successfully completed this week's tasks without any major challenges.
5230,Good Ui IMPLEMENTED
5231,I encourage Joshua to always contact the Lead Trainer incase of any complex tasks.
5232,Told  to read and conceptualize the opensource virtualization technologies and responded positively with the question session this was to prepare them for the hands-on exercise.
5233,The student reported on time was introduced to the organization and taken around in the various units within the directorate as well as a slapdash introduction of the opensource platforms that run the services
5236,Worked on functional websites
5237,"Able to catch up with website designing,  punctual"
5238,"Keeps time and always ready to learn, shows great initiative."
5239,He has perfected Cisco IOS commands and he can now configure intermediary networking devices without any challenges.
5240,I encourage him to use the time at Stratcom to improve on his  computing skills.
5241,Handled Database and Application development
5242,"the student was gradually improving, abiding by instructions and being positive towards learning."
5243,Precious has successfully completed this week's tasks without any challenges.
5244,He has successfully completed this week's tasks without any challenges.
5245,"-Successfully set up R and R Studio environment
-Installed R packages 
-Worked on atara legacy home page
-Deployed Banker application on local server"
5246,"Paul, your work looks great, It's clear that you care about your work and take the time to do it correctly without having lot's of back and forth. However I urge you to finish up testing the application features because you have Q.A tasks to do for the Uganda team patches."
5247,"I encourage Christine to practice multitasking. By doing so, she will be able to handle the semester load at campus and internship training at Stratcom without any challenge (s)"
5248,"To perfect Cisco IOS commands, I encourage Innocent to use simulation software like GNS3 and packet tracer."
5249,Ms.Rashidah is steadily gaining ground with the work environment vs theory learnt in class. I encourage her to continue doing some desk research whenever she faces professional related challenges.
5250,I encourage Maria to plan her movements a bit early so that she can spend less on transport.
5252,I encourage Owen to be extra careful when leaving the training place.
5255,The student was able to participate and his efforts well appreciated
5256,Next week's task in this case is not part of company's business tasks but rather brain engaging task. We do code challenges as part of our physical engagements before our staff and intern trainees start of with that day's arrangements.
5257,"-Successfully set up R and R Studio environment
-Worked on atara legacy home page
-Deployed Banker application on the local server"
5258,this is new to him but is willing to lean and is understanding the idea of what we are doing for the system he is going to develop to run on
5259,"Natasha has managed to learn the basics of data exploration with pandas, which is an important library for data scientists using python. She has been able to demonstrate the basics functions for exploring the data through the assignment she was given. She has also shown an ability to work in groups as this was a team assignment"
5260,"It was rilly hectic for us to understand everything but BESIGYE RONALD tried alot to configure the computers to connect to each other he helped us alot he took like 2 hours trying his best at the end everything worked 
we have no problem with him so far he is a hardworking person he loves what he does"
5261,He has helped with editing content and organizing it on the website. There has also been general preventive maintenance for all i.t equipment in the corporation and he was part of the team that completed it successfully.
5262,"Well engaging.
Etoma is a humble person, inquisitive and challenging."
5264,Hamza has successfully completed this week's tasks without any challenges.
5267,Tasks were completed
5268,I have only managed to see him once this week. He had some issues at home.
5269,Handled Database and Application development
5271,"-Successfully set up R and R Studio environment
-Installed R packages 
-Worked on atara legacy home page
-Deployed Banker application on local server"
5272,Great progress
5274,Dickens has completed this week's tasks without any challenges.
5277,Great
5282,Great progress
5286,Challenged by resuming of school since time tables were colliding with session at the internship.
5287,I encourage Charlotte to maximize her time at Stratcom and acquire new skills / hands-on competence.
5288,Embraced new tasks with commitment and displayed willingness to learn
5290,"Grace is extremely eager to learn and take on new challenges, he is meticulous and confident in his work."
5294,She has managed to complete all the EDA assignments given to her last week. I have also given her hints on how to improve the visualizations. But overall I am satisfied with her submission especially given that this is the first time she has worked with pandas.
5298,Terry has portrayed a character that is goal-oriented towards the tasks that have been placed before him. I thinks its great!
5299,He has successfully completed this week's tasks without any challenges
5300,"I encourage Michelle to practice multitasking. By doing so, she will be able to handle the semester load at campus and internship training at Stratcom"
5301,He has performed well through out this fist week with us
5302,he is a good and relating theory to practicals
5304,Mariam is willing to learn new things as she continues with her internship
5305,He has successfully completed this week's tasks.
5306,Good start for your practice Notes app.
5307,Very commendable progress with regard to how you adapted to remote work.
5308,Fitting and adapting well in the working enviroment. Very dedicated on duty
5309,"Meeting was successful, but Miiro you need to get a better internet connection"
5312,There is a genuine ambition to improve which is admirable and he is willing to go the extra mile which is something all people in this field need to survive.
5314,"Up to speed with the configuration of the IP phones.
Great teamwork."
5315,She has successfully completed this week's tasks without any challenges.
5317,Joan has started internship and she is doing well. We are going to equip her with hands-on skills and  practical competence for the next 6 weeks.
5318,"Student completed the assignments handed to and submitted the report on information about the Ministry mandate, vision, objectives and systems that the online Ministry administers."
5321,Maria is adaptive and eager to learn
5322,Tasks were done successfully and no major challenges faced
5324,Good Start
5325,Good Progress
5326,Miiro needs to learn more about Git and Github and developer tools
5327,"introduced to the organisation,  website designing and MySQL database management"
5328,Worked on first functional websites
5329,I liked the fact that you have been doing some self learn so it was all about doing a little polishing and attending to some inquiries.
5330,Elijah was introduced to the tools used at the company and availed resources to get him started. He was very proactive and a quick learner
5331,Elijah managed to get practical by deploying a sample project on a distributed system on a Kubernetes cluster using Google Kubernetes Engine.
5332,Muhammad has successfully completed this week's tasks.
5334,Getting started to make environment ready
5335,I encourage Ronald to plan his movements a bit early so that he can spend less on transport.
5336,"This week was aimed at enriching Jolly with the major governing processes, standards and policies  within the bank and specific to Risk Management as a department.
She was also assigned a desktop to which she was tasked with setting up the hardware and working with IT to ensure she had a right software installed. A task she performed diligently."
5338,Great interpersonal skills during the introduction phase please keep it up.
5339,Always remember to log all finished tasks; otherwise good work
5340,As part of the technician's field work always brief and orient the cashiers some basics so they can better use the assigned equipment.
5343,"The tasks were accomplished in time, which was good progress for the start"
5344,With time he's trying to catch up with what is being trained
5345,Embraced activities with positivity and willingness to learn
5346,"Being counted on and well-received by colleagues and management
Help create inclusive environment where colleagues can always fully participate"
5349,Student was introduced to learn new frameworks for development
5350,successfully worked with the service desk to manage the clients' request
5356,Allan has made a tremendous improvement dealing with Customers. We are grateful.
5357,Good Time Management and good attitude towards the assigned tasks.
5358,Accomplished the task of installation of Ubuntu on virtual environment and visited the data center to be able to appreciated  the DC layout and network services network configurations.
5362,Eager to work which is the desired quality. He is good at expressing himself.
5364,Good integration with the team shown. The quantity of work done meets the expectations at this stage. Attended all team meetings and made appropriate contributions where necessary.
5366,"The report I got from the facilitator for this week's activities was that Racheal was the most outstanding student in executing tasks, assignments, and overall participation."
5370,Very Good attention to details
5371,"Grace Kikomeko is courteous, well-mannered, polite and has strong rapport with those he interacts with."
5372,"Andrew got some challenges with installing some software on his computer due to compatibility issues, but his persistence to make things work was outstanding. He had such a very good attitude towards learning and being corrected."
5375,"All went well, corporation was great."
5376,Mackson was very interested in learning mobile app programming and I am happy that you did learn and give your all.
5377,^Quick learner and able to operate without supervision.
5378,Olivia is steadily working on the assignments that have been assigned to her
5380,Slightly difficult week because we were learning very new stuff but good job Kirya for pushing through and learning as much.
5382,Maria is willing to learn and has demonstrated very good skill
5383,Progressive
5386,learns faster
5389,"Since it was the first week ,we began with orientation and took him through our expectations as an organization inorder to have foresight about the whole period of internship, we began this very week with hardware maintenance and repair."
5392,Progressive technically but had social challanges.
5393,introduced to website designing
5394,introduced to website designing
5396,"-Successfully loaded the Excel file and convert it to CSV. 
-Able to set working directory in R and plot graphs"
5397,able to work with functional websites
5398,able to understand website designing
5401,Joseph is progressing well and he is inquisitive to learn and to tries to blend hi theoretical knowledge with the practical knowledge in the field
5402,"The Ministry is currently rolling out the Parish Development Management Information System (PDMIS) countrywide. Lorna was given an opportunity to assist with the data migration of the administrative units into the system as one way of interacting with a live system and supporting the implementing team in the field. She got an opportunity to navigate the system as well as she validated some data that was assigned to her to work with. 

According to the training plan at the Ministry, the interns are always introduced to concepts before they get the actual training or hands on because some concepts turn out to be new to them and need introduction first. Like cabling and networking. These will be done practically as time goes on."
5403,"-Participated in the mobile app training using flutter
-Successfully completed on Atara legacy website.
-Presented the web project to the project team for review
-Successfully loaded the Excel file and convert it to CSV. 
-Able to set working directory in R and plot graphs"
5404,"inqusitive learner,  hosted websites"
5405,Always willing to learn new skills and knowledge
5406,Managed to configure LAN and wireless Router on a Cisco LinkSys.
5410,"Critical and analytical thinking ain't part of him.
He understands more straight forward tasks as compared to those that require thinking."
5411,Very engaging.
5412,"The assignment of teams was aiming at improving collaboration and giving each person ability to interact with an activity.
Mutooro is reported by his team leader as a team cheerleader. He has made there work so engaging and"
5415,He has finished setting up his laptop with the required environment and tools for python development
5417,"He designed the word challenge software in Javascript
https://practice.boostedtechs.com/word_search/
His approach to the problem is convincing"
5418,"Having introduced him to a new technologies, He has been so flexible and adaptive.
Samuel is teachable and ofcourse good to work with."
5419,He has managed to cover the basics of python programming. He still requires practice to grasp the python data structures an I have given him an assignment to help him with this.
5423,"Even with limited supervision, Kenneth is committed, practical and makes suggestions on ways forward to solve a problem."
5424,She has competently been able to grasp the concepts and practical parts of Computer networking and Website Development. I believe from today she will do better in those fields.
5425,"He has collaboratively worked with his team well.
So engaging and teachable."
5427,"His soft skills continue to be amazing, especially communication. Very positive with a heart fully in the work. Was able to properly appreciate the deployment process of the mobile application to the respective target environments."
5428,"Besides the SRS assignments, I was pleased to give her another task for reasons, she makes research, loves discovering and seeing things work.
She is a team leader and under a team at the same time."
5429,"Completed:

General IT support knowledge (Troubleshooting of IT related problems such as network failure, computer malfunction, slowness of the computer, etc)
Operating System installation specifically windows 10 pro on computers
Creation of different accounts on a windows computer and how to change the account type
Setting up Account passwords
Installation of different softwares (Microsoft office, firefox, adobe, etc....)"
5431,Joel's engagement is rated fair as for now.
5434,able to work on cpanels to host websites
5437,Jonathan has successfully completed this week's tasks. I encourage him to plan his movements a bit early so that he can spend less on transport.
5438,"The Staff remuneration module in this context is a module to be integrated with the Smart School Automated software to track and manage staff remuneration in the school
He was there for in his team tasked to come up with SRS for such module in a school setting.
Gilbert is engaging, good listener and has respect for his fellow team"
5439,"Completed:

General IT support knowledge (Troubleshooting of IT related problems such as network failure, computer malfunction, slowness of the computer, etc)
Operating System installation specifically windows 10 pro on computers
Creation of different accounts on a windows computer and how to change the account type
Setting up Account passwords
Installation of different softwares (Microsoft office, firefox, adobe, etc....)
ICT inventory management, that is documentation"
5440,"From his team leader, he was collaborative through coming up with the SRS for their disciplinary module"
5441,"From his compliance, there is a direct indication that the semester is too much for him.
he has tried meeting deadlines but in vain."
5442,William has managed to implement the front-end for the data manipulation system. Try your best to learn Django within the minimum possible time so as to start on the back-end of the data manipulation system.
5443,Miss Nakityo was able to finish working on the student's design interface of the quiz app.
5445,He is progressing well with the Internship project and attempting the weekly assignments.
5446,"The intern is learning as she is implements, a lot of what she is doing seems new so the coverage in information in application development in school may be insufficient"
5447,it seemed like all things were new to him in this case.
5448,"About the problems / challenges, they are more engaged. Lists have always been made available for each to peruse through. The company has a whatsap group where contacts are and team leaders always had to engage all team members. May be i can attribute that to being an excuse. He didn't at any time ask for his team members"
5450,This week Innocent has been shifted to start working on an NLP (Natural Language Processing) task which involves preparation of data for topic modeling. I was impressed by the insights drawn from the EDA on the comment data and especially the word cloud to visualize the most common topics.
5451,very good
5452,"he was supposed to come up with the UX and UI specifications and designs, but he was slow to deliver and the tasks were dropped from him. The slow delivery may be attributed to much work load associated with school tasks and continuous assessments making it hard for him to concetrate."
5453,Demonstrated improvement in technical writing and interpersonal skills which are needed in requirements gathering
5454,Titus had a good attitude toward receiving constructive and critical feedback and working with his colleagues in a group.
5455,worked on functional websites
5456,"Emmanuel has managed is practicing well, and does his best to acquire more knowledge in Data Science."
5458,"-Presented the web project to the project team for review.
 -Participated in the mobile app training using flutter
-Successfully completed on Atara legacy website
-Successfully loaded the Excel file and convert it to CSV. 
-Able to set working directory in R and plot graphs"
5459,Engaged in discussions but I feel she needs to do more alone to catch up. She may not be so keen on backend development
5460,He can now code web pages from scratch and also design them using CSS
5461,She can now code web pages from scratch and also style them using CSS
5462,"The student faced challenges in finding the right tool for UI High-level mockup designs, however, managed to come up with the desired structural designs for the required interfaces which were later on used by the rest of the team for further development."
5463,"The student is eager and willing to learn and improve new skills, especially in the design of High fidelity mockups. Please keep it up."
5464,She has perfected Cisco IOS commands and can now configure layer 2 & 3 devices with ease.
5466,"The student is eager and willing to learn and improve new skills, especially in the design of High fidelity mockups. Please keep it up."
5467,I encourage Kisa to contact the electronics Trainer incase of any PC issues / challenges.
5468,He wasn't feeling so well this week. I encourage him to find time and come to Stratcom so that he can catch up with whatever he missed.
5470,Harold has perfected Cisco IOS commands. He can now configure routers and switches without any challenges.
5471,She has been engaging though limited response time when called up to explain her delivery results.
5472,Good UI created
5473,Samuel has perfected all Cisco IOS commands and he can now configure layer 2 and 3 devices with ease.
5475,I encourage Shadia to plan her movements a bit early so that she can spend less on transport.
5476,"I encourage Aaron to practice multitasking. By doing so, he will be able to handle the semester load and internship with ease."
